UniProtAC	LOC_GO	LOC_NAME	In SwissProt	ChildOf SwissProt	In LocTree3	Confirmed	Num Docs	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID
P38778	GO:0005783	endoplasmic reticulum	FALSE	FALSE	FALSE		1	25713143																																																																										
P40482	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	9395526																																																																										
Q99299	GO:0005940	septin ring	FALSE	FALSE	FALSE		1	24451263																																																																										
P53968	GO:0005829	cytosol	FALSE	TRUE	FALSE		1	23251520																																																																										
P00572	GO:0031097	medial cortex	FALSE	TRUE	FALSE		1	10769212																																																																										
Q03835	GO:0005783	endoplasmic reticulum	FALSE	FALSE	FALSE		1	15796926																																																																										
P00729	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	9111041																																																																										
P53286	GO:0005765	lysosomal membrane	FALSE	FALSE	FALSE		1	15701790																																																																										
P32873	GO:0099503	secretory vesicle	FALSE	TRUE	FALSE		1	23943876																																																																										
P25046	GO:0005783	endoplasmic reticulum	FALSE	FALSE	FALSE		1	19826807																																																																										
P36068	GO:0005730	nucleolus	FALSE	TRUE	FALSE		1	18566598																																																																										
P19880	GO:0005856	cytoskeleton	FALSE	FALSE	FALSE		1	11050237																																																																										
Q01590	GO:0005886	plasma membrane	FALSE	FALSE	TRUE		1	7929581																																																																										
P05030	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	1449063																																																																										
P38873	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	16394584																																																																										
P04456	GO:0005730	nucleolus	FALSE	FALSE	FALSE		1	12773575																																																																										
P27614	GO:0031160	spore wall	FALSE	FALSE	FALSE		1	12356913																																																																										
Q03281	GO:0005654	nucleoplasm	FALSE	FALSE	FALSE		1	25482124																																																																										
P21269	GO:0005829	cytosol	FALSE	TRUE	FALSE		1	8617732																																																																										
P38622	GO:0016020	membrane	FALSE	FALSE	FALSE		1	12686622																																																																										
P53924	GO:0005819	spindle	FALSE	FALSE	FALSE		1	27449057																																																																										
P13134	GO:0032588	trans-Golgi network membrane	FALSE	TRUE	FALSE		1	10069813																																																																										
P36169	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	15645486																																																																										
P53258	GO:0005783	endoplasmic reticulum	FALSE	TRUE	FALSE		1	1347948																																																																										
P40088	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	9712864																																																																										
Q01846	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	9245780																																																																										
Q12495	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	11238915																																																																										
P40988	GO:0005776	autophagosome	FALSE	TRUE	FALSE		1	25871543																																																																										
P33893	GO:0005759	mitochondrial matrix	FALSE	TRUE	FALSE		1	23850602																																																																										
P32944	GO:0032173	septin collar	FALSE	FALSE	FALSE		1	15037762																																																																										
P47074	GO:0072686	mitotic spindle	FALSE	FALSE	FALSE		1	25262777																																																																										
P15179	GO:0005813	centrosome	FALSE	FALSE	FALSE		1	25987607																																																																										
Q12142	GO:0005771	multivesicular body	FALSE	FALSE	FALSE		1	25557545																																																																										
P36132	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	17553790																																																																										
P40051	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	2202779																																																																										
P40956	GO:0016020	membrane	FALSE	FALSE	FALSE		1	17449140																																																																										
P33200	GO:0016020	membrane	FALSE	FALSE	FALSE		1	11136452																																																																										
Q03790	GO:0005819	spindle	FALSE	FALSE	FALSE		1	17461799																																																																										
P34760	GO:0005739	mitochondrion	FALSE	TRUE	FALSE		1	10681558																																																																										
Q12527	GO:0030133	transport vesicle	FALSE	FALSE	FALSE		1	11309418																																																																										
Q12468	GO:0042383	sarcolemma	FALSE	FALSE	FALSE		1	16483597																																																																										
P40499	GO:0044214	spanning component of plasma membrane	FALSE	FALSE	FALSE		1	15585575																																																																										
P38931	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	25057017																																																																										
P40558	GO:0005813	centrosome	FALSE	FALSE	FALSE		1	19263241																																																																										
P15303	GO:0032541	cortical endoplasmic reticulum	FALSE	FALSE	FALSE		1	10330397																																																																										
P47082	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	25266154																																																																										
P25618	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	11427965																																																																										
P38994	GO:0001725	stress fiber	FALSE	FALSE	FALSE		1	9624178																																																																										
P00729	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	18327613																																																																										
P53037	GO:0005774	vacuolar membrane	FALSE	FALSE	FALSE		1	20016005																																																																										
Q03280	GO:0005768	endosome	FALSE	TRUE	FALSE		1	14613930																																																																										
P01149	GO:0005774	vacuolar membrane	FALSE	FALSE	FALSE		1	14701806																																																																										
Q04121	GO:0005743	mitochondrial inner membrane	FALSE	FALSE	FALSE		1	18508966																																																																										
P26309	GO:0000922	spindle pole	FALSE	FALSE	FALSE		1	15546880																																																																										
P38116	GO:0005773	vacuole	FALSE	FALSE	FALSE		1	12052896																																																																										
P33894	GO:0005770	late endosome	FALSE	FALSE	FALSE		1	15647379																																																																										
Q05779	GO:0019898	extrinsic component of membrane	FALSE	FALSE	FALSE		1	17391640																																																																										
P32844	GO:0032432	actin filament bundle	FALSE	FALSE	FALSE		1	23200991																																																																										
Q12080	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	16043506																																																																										
P08964	GO:0016020	membrane	FALSE	FALSE	FALSE		1	21173112																																																																										
P38801	GO:0005813	centrosome	FALSE	FALSE	FALSE		1	23649273																																																																										
Q08962	GO:0070062	extracellular exosome	FALSE	FALSE	FALSE		1	9891085																																																																										
P32901	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	9168469																																																																										
P38862	GO:0005886	plasma membrane	FALSE	TRUE	FALSE		1	25519895																																																																										
P20449	GO:0043205	fibril	FALSE	FALSE	FALSE		1	10428971																																																																										
P54787	GO:0016020	membrane	FALSE	FALSE	FALSE		1	25673804																																																																										
P53226	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	17581861																																																																										
P39521	GO:0042383	sarcolemma	FALSE	FALSE	FALSE		1	16407297																																																																										
P14180	GO:0005576	extracellular region	FALSE	FALSE	FALSE		1	17921165																																																																										
P43636	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	19282279																																																																										
P14020	GO:0005811	lipid particle	FALSE	FALSE	FALSE		1	18343875																																																																										
P13856	GO:0031090	organelle membrane	FALSE	FALSE	FALSE		1	12058023																																																																										
P38074	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	16461380																																																																										
P13382	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	14752051																																																																										
P38778	GO:0031966	mitochondrial membrane	FALSE	FALSE	FALSE		1	1447206																																																																										
P50101	GO:0016020	membrane	FALSE	FALSE	FALSE		1	26412298																																																																										
P50875	GO:0005940	septin ring	FALSE	FALSE	FALSE		1	25015293																																																																										
P36027	GO:0043332	mating projection tip	FALSE	FALSE	FALSE		1	25346786																																																																										
P19145	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	16641373																																																																										
P25560	GO:0000775	chromosome, centromeric region	FALSE	FALSE	FALSE		1	8070399																																																																										
P38042	GO:0072686	mitotic spindle	FALSE	FALSE	FALSE		1	7736578																																																																										
P06778	GO:0005654	nucleoplasm	FALSE	TRUE	FALSE		1	10508584																																																																										
P34110	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	9105038																																																																										
P48562	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	10562285																																																																										
P19882	GO:0005783	endoplasmic reticulum	FALSE	FALSE	FALSE		1	25445349																																																																										
P43636	GO:0060417	yolk	FALSE	FALSE	FALSE		1	17045351																																																																										
P38212	GO:0005768	endosome	FALSE	FALSE	FALSE		1	17287526																																																																										
Q06628	GO:0005773	vacuole	FALSE	FALSE	FALSE		1	10837477																																																																										
Q06686	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	19318609																																																																										
P40958	GO:0034399	nuclear periphery	FALSE	FALSE	FALSE		1	11950879																																																																										
P11076	GO:0031090	organelle membrane	FALSE	FALSE	FALSE		1	19039328																																																																										
P60010	GO:0031143	pseudopodium	FALSE	FALSE	FALSE		1	12451593																																																																										
P39105	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	15826239																																																																										
Q08967	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	10891491																																																																										
P31755	GO:0044214	spanning component of plasma membrane	FALSE	FALSE	FALSE		1	18083825																																																																										
P13259	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	24832487																																																																										
P39928	GO:0005829	cytosol	FALSE	TRUE	FALSE		1	14665464																																																																										
P11076	GO:0009507	chloroplast	FALSE	FALSE	FALSE		1	15236667																																																																										
P04786	GO:0030018	Z disc	FALSE	FALSE	FALSE		1	25851606																																																																										
P28743	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	9693366																																																																										
P19524	GO:0005874	microtubule	FALSE	FALSE	FALSE		1	8188749																																																																										
P00950	GO:0031012	extracellular matrix	FALSE	FALSE	FALSE		1	24625558																																																																										
P16892	GO:0005938	cell cortex	FALSE	TRUE	FALSE		1	11781566																																																																										
Q01590	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	23533635																																																																										
P32609	GO:0005764	lysosome	FALSE	TRUE	FALSE		1	9168472																																																																										
P39904	GO:0009705	plant-type vacuole membrane	FALSE	FALSE	FALSE		1	24550313																																																																										
P04806	GO:0005829	cytosol	FALSE	TRUE	TRUE		1	25163631																																																																										
P15380	GO:0005768	endosome	FALSE	FALSE	FALSE		1	26447710																																																																										
Q00684	GO:0005929	cilium	FALSE	FALSE	FALSE		1	21340037																																																																										
P38297	GO:0005743	mitochondrial inner membrane	FALSE	FALSE	FALSE		1	9786948																																																																										
P17065	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	12045183																																																																										
P29461	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	10523653																																																																										
P53924	GO:0001725	stress fiber	FALSE	FALSE	FALSE		1	27449057																																																																										
Q03322	GO:0055037	recycling endosome	FALSE	TRUE	FALSE		1	11872141																																																																										
Q9ZZW4	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	17079304																																																																										
P14359	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	17332499																																																																										
P27705	GO:0005739	mitochondrion	FALSE	TRUE	FALSE		1	25629410																																																																										
P40155	GO:0005782	peroxisomal matrix	FALSE	FALSE	FALSE		1	10588639																																																																										
P11075	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	7767635																																																																										
Q06204	GO:0020015	glycosome	FALSE	FALSE	FALSE		1	17041184																																																																										
P40094	GO:0005856	cytoskeleton	FALSE	FALSE	FALSE		1	10588657																																																																										
P38968	GO:0070971	endoplasmic reticulum exit site	FALSE	FALSE	FALSE		1	16957052																																																																										
P33332	GO:0099503	secretory vesicle	FALSE	FALSE	FALSE		1	12960429																																																																										
P27614	GO:0005619	ascospore wall	FALSE	FALSE	FALSE		1	10922478																																																																										
P51996	GO:0099503	secretory vesicle	FALSE	FALSE	FALSE		1	12045183																																																																										
P15179	GO:0000922	spindle pole	FALSE	FALSE	FALSE		1	26031557																																																																										
Q12142	GO:0005768	endosome	FALSE	FALSE	FALSE		1	25557545																																																																										
P22804	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	15470102																																																																										
P41695	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	22908045																																																																										
P23594	GO:0005634	nucleus	FALSE	FALSE	TRUE		1	20378536																																																																										
P23201	GO:0016020	membrane	FALSE	FALSE	FALSE		1	12361575																																																																										
P32497	GO:0005794	Golgi apparatus	FALSE	TRUE	FALSE		1	14697346																																																																										
P25359	GO:0070062	extracellular exosome	FALSE	FALSE	FALSE		1	9891085																																																																										
P20676	GO:0005816	spindle pole body	FALSE	FALSE	FALSE		1	18058101																																																																										
P02381	GO:0016020	membrane	FALSE	FALSE	FALSE		1	12796311																																																																										
P53959	GO:0005768	endosome	FALSE	FALSE	FALSE		1	21807881																																																																										
P40088	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	14699055																																																																										
P33421	GO:0005759	mitochondrial matrix	FALSE	FALSE	FALSE		1	18313953																																																																										
Q12241	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	11208059																																																																										
P89102	GO:0032432	actin filament bundle	FALSE	FALSE	FALSE		1	22768263																																																																										
P25653	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	9456310																																																																										
P10961	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	23733891																																																																										
Q08215	GO:0005741	mitochondrial outer membrane	FALSE	FALSE	FALSE		1	24821790																																																																										
P34227	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	22392610																																																																										
Q04458	GO:0005777	peroxisome	FALSE	FALSE	FALSE		1	25315778																																																																										
P60010	GO:0044393	microspike	FALSE	FALSE	FALSE		1	14697212																																																																										
P29468	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	16325797																																																																										
P25296	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		1	11382780																																																																										
P17709	GO:0005739	mitochondrion	FALSE	TRUE	FALSE		1	8311478																																																																										
P39677	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	15862299																																																																										
P38339	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		1	22447923																																																																										
Q01684	GO:0031160	spore wall	FALSE	FALSE	FALSE		1	12786945																																																																										
Q12361	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	12634328																																																																										
Q03661	GO:0005730	nucleolus	FALSE	FALSE	FALSE		1	28040197																																																																										
P39521	GO:0031012	extracellular matrix	FALSE	FALSE	FALSE		1	19850343																																																																										
P02557	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	12762840																																																																										
P38072	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	14615477																																																																										
P09798	GO:0005813	centrosome	FALSE	FALSE	FALSE		1	7736578																																																																										
P32454	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	11152564																																																																										
P22543	GO:0005576	extracellular region	FALSE	FALSE	FALSE		1	22833678																																																																										
P43567	GO:0005777	peroxisome	FALSE	FALSE	TRUE		1	24718375																																																																										
P53119	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	21983566																																																																										
P39962	GO:0005768	endosome	FALSE	FALSE	FALSE		1	19193765																																																																										
P60010	GO:0045335	phagocytic vesicle	FALSE	FALSE	FALSE		1	20375582																																																																										
P38176	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	17098851																																																																										
P53250	GO:0001726	ruffle	FALSE	FALSE	FALSE		1	10669753																																																																										
Q12250	GO:0005654	nucleoplasm	FALSE	FALSE	FALSE		1	12783882																																																																										
Q08673	GO:0016020	membrane	FALSE	FALSE	FALSE		1	22994588																																																																										
P00937	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	22425620																																																																										
P47037	GO:0000795	synaptonemal complex	FALSE	TRUE	FALSE		1	12759374																																																																										
P33338	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		1	12077363																																																																										
P10663	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	12395335																																																																										
P36115	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	11724774																																																																										
Q02774	GO:0030133	transport vesicle	FALSE	FALSE	FALSE		1	8909535																																																																										
Q12511	GO:0005815	microtubule organizing center	FALSE	FALSE	FALSE		1	23789093																																																																										
P06784	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	11781566																																																																										
P00958	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	11726524																																																																										
Q99383	GO:0000793	condensed chromosome	FALSE	FALSE	FALSE		1	10756203																																																																										
Q08144	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	22177957																																																																										
P34760	GO:0044214	spanning component of plasma membrane	FALSE	FALSE	FALSE		1	17981143																																																																										
P53047	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	22129104																																																																										
P38813	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		1	25610717																																																																										
P47104	GO:0005769	early endosome	FALSE	TRUE	FALSE		1	15090613																																																																										
P27514	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	17804816																																																																										
P25386	GO:0044214	spanning component of plasma membrane	FALSE	FALSE	FALSE		1	8552638																																																																										
P32561	GO:0000407	pre-autophagosomal structure	FALSE	TRUE	FALSE		1	22539722																																																																										
P32598	GO:0031160	spore wall	FALSE	FALSE	FALSE		1	11724821																																																																										
P0C5L1	GO:0009986	cell surface	FALSE	FALSE	None		1	7822420																																																																										
P53226	GO:0005615	extracellular space	FALSE	FALSE	FALSE		1	17581861																																																																										
P00635	GO:0000775	chromosome, centromeric region	FALSE	FALSE	FALSE		1	1626431																																																																										
P25293	GO:0005940	septin ring	FALSE	TRUE	FALSE		1	24496790																																																																										
P11076	GO:0030137	COPI-coated vesicle	FALSE	TRUE	FALSE		1	11090220																																																																										
P32478	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	24458655																																																																										
P32901	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		1	22226946																																																																										
Q01684	GO:0099503	secretory vesicle	FALSE	FALSE	FALSE		1	17347652																																																																										
Q12078	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	19915076																																																																										
P45976	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	8995684																																																																										
P38125	GO:0005773	vacuole	FALSE	FALSE	FALSE		1	18676951																																																																										
P24583	GO:0005783	endoplasmic reticulum	FALSE	TRUE	FALSE		1	10699466																																																																										
P31109	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	21738492																																																																										
Q07500	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	24444429																																																																										
P60010	GO:0098857	membrane microdomain	FALSE	FALSE	FALSE		1	12177043																																																																										
Q12038	GO:0099503	secretory vesicle	FALSE	FALSE	FALSE		1	21248204																																																																										
Q08204	GO:0000775	chromosome, centromeric region	FALSE	FALSE	FALSE		1	24385939																																																																										
Q07824	GO:0005783	endoplasmic reticulum	FALSE	FALSE	FALSE		1	15637075																																																																										
P38225	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	17679730																																																																										
P33200	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	17636264																																																																										
P40019	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	19929865																																																																										
P41832	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	10085294																																																																										
Q99299	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	27229769																																																																										
Q04410	GO:0005795	Golgi stack	FALSE	TRUE	FALSE		1	20573068																																																																										
P32867	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	22144692																																																																										
Q03898	GO:0071957	old mitotic spindle pole body	FALSE	TRUE	FALSE		1	15132994																																																																										
P29465	GO:0030133	transport vesicle	FALSE	TRUE	FALSE		1	21363887																																																																										
Q07830	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	10823837																																																																										
Q06152	GO:0005739	mitochondrion	FALSE	TRUE	FALSE		1	26821976																																																																										
P32343	GO:0005886	plasma membrane	FALSE	FALSE	TRUE		1	17287526																																																																										
P08456	GO:0005773	vacuole	FALSE	FALSE	FALSE		1	23062277																																																																										
P29478	GO:0005654	nucleoplasm	FALSE	FALSE	FALSE		1	11352936																																																																										
P60010	GO:0005882	intermediate filament	FALSE	FALSE	FALSE		1	12426320																																																																										
P31755	GO:0005768	endosome	FALSE	FALSE	FALSE		1	15229219																																																																										
P19073	GO:0008091	spectrin	FALSE	FALSE	FALSE		1	12795405																																																																										
P11710	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	19812245																																																																										
P34252	GO:0005619	ascospore wall	FALSE	FALSE	FALSE		1	10922478																																																																										
P06780	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	24478458																																																																										
Q05610	GO:0005816	spindle pole body	FALSE	FALSE	FALSE		1	11973299																																																																										
P38125	GO:0005783	endoplasmic reticulum	FALSE	FALSE	FALSE		1	18676951																																																																										
P46971	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	10366591																																																																										
P40318	GO:0005816	spindle pole body	FALSE	FALSE	FALSE		1	20298435																																																																										
P00546	GO:0015629	actin cytoskeleton	FALSE	FALSE	FALSE		1	8756649																																																																										
P40048	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	10523653																																																																										
P39724	GO:0051233	spindle midzone	FALSE	FALSE	FALSE		1	11861551																																																																										
Q01590	GO:0030133	transport vesicle	FALSE	FALSE	FALSE		1	9271199																																																																										
P38116	GO:0030133	transport vesicle	FALSE	FALSE	FALSE		1	15564045																																																																										
Q12224	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	12410835																																																																										
P07245	GO:0005739	mitochondrion	FALSE	FALSE	TRUE		1	2183217																																																																										
Q03218	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	24798331																																																																										
P27801	GO:0005802	trans-Golgi network	FALSE	FALSE	FALSE		1	1840635																																																																										
Q8TGM6	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	21283537																																																																										
P14180	GO:0005937	mating projection	FALSE	FALSE	FALSE		1	10206705																																																																										
Q03898	GO:0071958	new mitotic spindle pole body	FALSE	TRUE	FALSE		1	15132994																																																																										
P53298	GO:0005816	spindle pole body	FALSE	FALSE	FALSE		1	15280225																																																																										
P47123	GO:0016021	integral component of membrane	FALSE	FALSE	FALSE		1	18184654																																																																										
P28791	GO:0044214	spanning component of plasma membrane	FALSE	TRUE	FALSE		1	9580559																																																																										
P32621	GO:0005796	Golgi lumen	FALSE	TRUE	FALSE		1	8391537																																																																										
P40986	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	18332110																																																																										
P01120	GO:0019867	outer membrane	FALSE	FALSE	FALSE		1	11170363																																																																										
P17255	GO:0005634	nucleus	FALSE	FALSE	TRUE		1	12588991																																																																										
P32798	GO:0005634	nucleus	FALSE	FALSE	FALSE		1	12456010																																																																										
P20485	GO:0005730	nucleolus	FALSE	FALSE	FALSE		1	2182012																																																																										
P15496	GO:0005777	peroxisome	FALSE	TRUE	FALSE		1	17202134																																																																										
P29311	GO:0005813	centrosome	FALSE	FALSE	FALSE		1	24850890																																																																										
P38845	GO:0009507	chloroplast	FALSE	FALSE	FALSE		1	10228173																																																																										
P47170	GO:0005776	autophagosome	FALSE	FALSE	FALSE		1	21900499																																																																										
Q12066	GO:0000775	chromosome, centromeric region	FALSE	FALSE	FALSE		1	27451393																																																																										
Q12494	GO:0005776	autophagosome	FALSE	TRUE	FALSE		1	22889849																																																																										
P38257	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	24870619																																																																										
P18898	GO:0005829	cytosol	FALSE	TRUE	FALSE		1	10633104																																																																										
Q06667	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	15459192																																																																										
Q12449	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	25267325																																																																										
Q04120	GO:0005773	vacuole	FALSE	TRUE	FALSE		1	23457300																																																																										
Q06163	GO:0000262	mitochondrial chromosome	FALSE	FALSE	FALSE		1	25567623																																																																										
P53920	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	19808885																																																																										
P36015	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	15723044																																																																										
P20606	GO:0005795	Golgi stack	FALSE	FALSE	FALSE		1	15805489																																																																										
Q00402	GO:0005634	nucleus	FALSE	FALSE	TRUE		1	11121446																																																																										
P15891	GO:0048786	presynaptic active zone	FALSE	FALSE	FALSE		1	12654920																																																																										
Q08287	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	9891085																																																																										
Q12071	GO:0005802	trans-Golgi network	FALSE	TRUE	FALSE		1	10637310																																																																										
P41696	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	9799362																																																																										
P40968	GO:0005819	spindle	FALSE	FALSE	FALSE		1	9862477																																																																										
P80428	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	11011149																																																																										
P38257	GO:0001741	XY body	FALSE	FALSE	FALSE		1	27612028																																																																										
P34760	GO:0031410	cytoplasmic vesicle	FALSE	TRUE	FALSE		1	15964904																																																																										
P38720	GO:0005777	peroxisome	FALSE	TRUE	FALSE		1	22094058																																																																										
P39946	GO:0035371	microtubule plus-end	FALSE	FALSE	FALSE		1	19185494																																																																										
P40475	GO:0005618	cell wall	FALSE	FALSE	FALSE		1	24621232																																																																										
P14180	GO:0005773	vacuole	FALSE	FALSE	FALSE		1	8909536																																																																										
P32873	GO:0031090	organelle membrane	FALSE	FALSE	FALSE		1	23943876																																																																										
Q03707	GO:0044214	spanning component of plasma membrane	FALSE	FALSE	FALSE		1	26473931																																																																										
P38316	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	11897782																																																																										
P40367	GO:0009986	cell surface	FALSE	FALSE	FALSE		1	10823837																																																																										
Q02159	GO:0005829	cytosol	FALSE	FALSE	FALSE		1	17035235																																																																										
P40986	GO:0005802	trans-Golgi network	FALSE	FALSE	FALSE		1	11285273																																																																										
P06787	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	19523112																																																																										
P53731	GO:0005874	microtubule	FALSE	FALSE	FALSE		1	14554195																																																																										
P20676	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	22006310																																																																										
P14180	GO:0005886	plasma membrane	FALSE	TRUE	TRUE		1	7952171																																																																										
Q04359	GO:0031090	organelle membrane	FALSE	FALSE	FALSE		1	11001059																																																																										
P22147	GO:0005739	mitochondrion	FALSE	TRUE	FALSE		1	22570495																																																																										
P29295	GO:0005776	autophagosome	FALSE	FALSE	FALSE		1	26195667																																																																										
P36049	GO:0000793	condensed chromosome	FALSE	FALSE	FALSE		1	12768013																																																																										
P25453	GO:0005713	recombination nodule	FALSE	TRUE	FALSE		1	7528104																																																																										
Q92331	GO:0005802	trans-Golgi network	FALSE	FALSE	FALSE		1	9175702																																																																										
P06775	GO:0030133	transport vesicle	FALSE	FALSE	FALSE		1	8909535																																																																										
P39987	GO:0000262	mitochondrial chromosome	FALSE	TRUE	FALSE		1	12943685																																																																										
P25378	GO:0005794	Golgi apparatus	FALSE	FALSE	FALSE		1	15701790																																																																										
P38759	GO:0005773	vacuole	FALSE	FALSE	FALSE		1	16926167																																																																										
P53070	GO:0005816	spindle pole body	FALSE	FALSE	FALSE		1	15659644																																																																										
P11986	GO:0005654	nucleoplasm	FALSE	FALSE	FALSE		1	15455074																																																																										
P53010	GO:0070062	extracellular exosome	FALSE	FALSE	FALSE		1	17470429																																																																										
Q12200	GO:0005768	endosome	FALSE	FALSE	FALSE		1	15522102																																																																										
P33300	GO:0005773	vacuole	FALSE	TRUE	FALSE		1	14583628																																																																										
P31109	GO:0008021	synaptic vesicle	FALSE	FALSE	FALSE		1	8374953																																																																										
P49017	GO:0070469	respiratory chain	FALSE	FALSE	FALSE		1	9083048																																																																										
P40450	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	17344480																																																																										
P38244	GO:0005886	plasma membrane	FALSE	FALSE	FALSE		1	10194338																																																																										
