UniProtAC	LOC_GO	LOC_NAME	In SwissProt	ChildOf SwissProt	In LocTree3	Confirmed	Num Docs	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID
Q08886	GO:0016020	membrane	TRUE	FALSE	FALSE		1	16030250																																																																										
P32597	GO:0000775	chromosome, centromeric region	TRUE	TRUE	TRUE		1	12697820																																																																										
P36064	GO:0005739	mitochondrion	TRUE	FALSE	TRUE		1	18443040																																																																										
P11709	GO:0005819	spindle	TRUE	TRUE	FALSE		1	18411245																																																																										
P47134	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	22908045																																																																										
P40991	GO:0005730	nucleolus	TRUE	TRUE	TRUE		1	7806561																																																																										
P38742	GO:0005774	vacuolar membrane	TRUE	FALSE	FALSE		1	27227887																																																																										
P36162	GO:0005819	spindle	TRUE	FALSE	FALSE		1	11782438																																																																										
P32325	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	10886372																																																																										
P40046	GO:0005773	vacuole	TRUE	FALSE	FALSE		1	11042180																																																																										
P34227	GO:0005739	mitochondrion	TRUE	TRUE	TRUE		1	21385868																																																																										
P11433	GO:0005937	mating projection	TRUE	FALSE	FALSE		1	10531032																																																																										
Q06508	GO:0005811	lipid particle	TRUE	TRUE	FALSE		1	22090344																																																																										
P02994	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	18799616																																																																										
P53129	GO:0005768	endosome	TRUE	TRUE	FALSE		1	24413168																																																																										
P53939	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	11817649																																																																										
P32614	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	24758421																																																																										
P53252	GO:0005856	cytoskeleton	TRUE	FALSE	FALSE		1	21900489																																																																										
Q04110	GO:0000795	synaptonemal complex	TRUE	TRUE	FALSE		1	23326245																																																																										
Q08144	GO:0016020	membrane	TRUE	FALSE	FALSE		1	9565594																																																																										
Q06686	GO:0005886	plasma membrane	TRUE	FALSE	FALSE		1	10924521																																																																										
Q12505	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	18417610																																																																										
P32583	GO:0005634	nucleus	TRUE	FALSE	TRUE		1	9364927																																																																										
P17891	GO:0005886	plasma membrane	TRUE	FALSE	FALSE		1	27062026																																																																										
P39923	GO:0005773	vacuole	TRUE	FALSE	FALSE		1	27227887																																																																										
P35206	GO:0016020	membrane	TRUE	FALSE	FALSE		1	7854312																																																																										
Q08484	GO:0005794	Golgi apparatus	TRUE	TRUE	TRUE		1	11359917																																																																										
P36093	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	8114741																																																																										
P32486	GO:0005794	Golgi apparatus	TRUE	FALSE	FALSE		1	12237851																																																																										
P38342	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	19141869																																																																										
P00427	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	11027259																																																																										
P47001	GO:0005618	cell wall	TRUE	FALSE	FALSE		1	15685601																																																																										
P34110	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	11038177																																																																										
Q12310	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	20627089																																																																										
P08468	GO:0005743	mitochondrial inner membrane	TRUE	TRUE	TRUE		1	11106667																																																																										
P37291	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	9398220																																																																										
P53104	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	9190802																																																																										
P40548	GO:0005635	nuclear envelope	TRUE	TRUE	FALSE		1	9450961																																																																										
P36010	GO:0005739	mitochondrion	TRUE	FALSE	FALSE		1	12472466																																																																										
P32602	GO:0019898	extrinsic component of membrane	TRUE	TRUE	FALSE		1	1601878																																																																										
P53731	GO:0005829	cytosol	TRUE	TRUE	TRUE		1	14554195																																																																										
P47047	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	18313953																																																																										
Q06164	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	20174551																																																																										
P47154	GO:0016020	membrane	TRUE	FALSE	FALSE		1	10076063																																																																										
P40416	GO:0016020	membrane	TRUE	FALSE	FALSE		1	25006243																																																																										
P38287	GO:0005794	Golgi apparatus	TRUE	FALSE	FALSE		1	14583628																																																																										
P43682	GO:0005794	Golgi apparatus	TRUE	FALSE	FALSE		1	24105265																																																																										
P53835	GO:0005886	plasma membrane	TRUE	TRUE	TRUE		1	19933274																																																																										
P15700	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	9425120																																																																										
P47112	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	11606752																																																																										
Q08287	GO:0005730	nucleolus	TRUE	TRUE	TRUE		1	9891085																																																																										
P31379	GO:0005811	lipid particle	TRUE	TRUE	FALSE		1	27216456																																																																										
Q06389	GO:0016020	membrane	TRUE	FALSE	FALSE		1	11015193																																																																										
P53184	GO:0005777	peroxisome	TRUE	TRUE	FALSE		1	26276932																																																																										
P25087	GO:0005773	vacuole	TRUE	TRUE	FALSE		1	12810702																																																																										
P25627	GO:0005634	nucleus	TRUE	FALSE	TRUE		1	23233232																																																																										
P29467	GO:0000794	condensed nuclear chromosome	TRUE	TRUE	TRUE		1	20551173																																																																										
Q12674	GO:0005802	trans-Golgi network	TRUE	TRUE	TRUE		1	12221123																																																																										
P37298	GO:0031966	mitochondrial membrane	TRUE	FALSE	FALSE		1	18313953																																																																										
Q08651	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	21912603																																																																										
P31384	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	27714489																																																																										
P12685	GO:0016020	membrane	TRUE	FALSE	FALSE		1	22384317																																																																										
P33421	GO:0016020	membrane	TRUE	FALSE	FALSE		1	10446163																																																																										
Q12096	GO:0005794	Golgi apparatus	TRUE	FALSE	FALSE		1	12651885																																																																										
P35734	GO:0072686	mitotic spindle	TRUE	TRUE	FALSE		1	11756468																																																																										
Q05827	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	15208314																																																																										
Q6Q560	GO:0005739	mitochondrion	TRUE	FALSE	FALSE		1	17331979																																																																										
P25333	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	25117470																																																																										
P17891	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	27062026																																																																										
P34756	GO:0005774	vacuolar membrane	TRUE	FALSE	FALSE		1	9624177																																																																										
P38248	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	15583168																																																																										
P32340	GO:0031966	mitochondrial membrane	TRUE	TRUE	FALSE		1	21339825																																																																										
P35187	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	25588990																																																																										
Q3E790	GO:0016020	membrane	TRUE	FALSE	FALSE		1	10713067																																																																										
Q08550	GO:0000922	spindle pole	TRUE	TRUE	FALSE		1	11553705																																																																										
P25613	GO:0005886	plasma membrane	TRUE	TRUE	TRUE		1	22579979																																																																										
P62651	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	18438419																																																																										
P40527	GO:0005794	Golgi apparatus	TRUE	TRUE	TRUE		1	15314152																																																																										
P17898	GO:0005794	Golgi apparatus	TRUE	TRUE	FALSE		1	8543066																																																																										
P35844	GO:0016020	membrane	TRUE	FALSE	FALSE		1	16330752																																																																										
P25568	GO:0005774	vacuolar membrane	TRUE	FALSE	FALSE		1	21307582																																																																										
P49334	GO:0005741	mitochondrial outer membrane	TRUE	TRUE	FALSE		1	22198199																																																																										
Q12416	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	19713766																																																																										
P42837	GO:0016020	membrane	TRUE	FALSE	FALSE		1	14528018																																																																										
Q12344	GO:0005798	Golgi-associated vesicle	TRUE	TRUE	FALSE		1	15331637																																																																										
P38860	GO:0005743	mitochondrial inner membrane	TRUE	TRUE	FALSE		1	15591131																																																																										
Q06541	GO:0005794	Golgi apparatus	TRUE	TRUE	FALSE		1	21539707																																																																										
Q04924	GO:0005783	endoplasmic reticulum	TRUE	FALSE	FALSE		1	16373354																																																																										
P33331	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	11038179																																																																										
P34760	GO:0005829	cytosol	TRUE	TRUE	TRUE		1	15911347																																																																										
P06785	GO:0034399	nuclear periphery	TRUE	TRUE	FALSE		1	8132557																																																																										
P53844	GO:0005829	cytosol	TRUE	TRUE	TRUE		1	12869188																																																																										
Q03921	GO:0005794	Golgi apparatus	TRUE	FALSE	FALSE		1	16301316																																																																										
P29469	GO:0005654	nucleoplasm	TRUE	TRUE	FALSE		1	9285827																																																																										
P47069	GO:0005634	nucleus	TRUE	FALSE	TRUE		1	21518795																																																																										
P38929	GO:0005773	vacuole	TRUE	FALSE	FALSE		1	22530691																																																																										
P22470	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	23653356																																																																										
P04050	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	21782856																																																																										
P36016	GO:0005788	endoplasmic reticulum lumen	TRUE	TRUE	TRUE		1	8654361																																																																										
P32447	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	24120531																																																																										
P06701	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	10911987																																																																										
Q02948	GO:0005774	vacuolar membrane	TRUE	TRUE	FALSE		1	16421251																																																																										
P12866	GO:0016020	membrane	TRUE	FALSE	FALSE		1	8045256																																																																										
P27351	GO:0030136	clathrin-coated vesicle	TRUE	FALSE	FALSE		1	16723738																																																																										
P80667	GO:0016020	membrane	TRUE	FALSE	FALSE		1	16895967																																																																										
P40958	GO:0005694	chromosome	TRUE	FALSE	FALSE		1	11950879																																																																										
P38691	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	18417610																																																																										
Q12184	GO:0005759	mitochondrial matrix	TRUE	TRUE	TRUE		1	10375636																																																																										
P19145	GO:0016020	membrane	TRUE	FALSE	FALSE		1	18245339																																																																										
P48565	GO:0016020	membrane	TRUE	FALSE	FALSE		1	23019326																																																																										
P35056	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	15632140																																																																										
P41696	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	9799362																																																																										
P25359	GO:0005730	nucleolus	TRUE	TRUE	FALSE		1	9891085																																																																										
P41544	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	11726510																																																																										
P26449	GO:0005634	nucleus	TRUE	FALSE	TRUE		1	12944469																																																																										
P40482	GO:0030133	transport vesicle	TRUE	FALSE	FALSE		1	15623529																																																																										
P47988	GO:0005938	cell cortex	TRUE	FALSE	FALSE		1	12789340																																																																										
P38298	GO:0005783	endoplasmic reticulum	TRUE	TRUE	TRUE		1	22738231																																																																										
Q07732	GO:0005816	spindle pole body	TRUE	TRUE	FALSE		1	11973299																																																																										
P51996	GO:0005768	endosome	TRUE	TRUE	FALSE		1	26261079																																																																										
P17555	GO:0030864	cortical actin cytoskeleton	TRUE	FALSE	FALSE		1	9190214																																																																										
P38862	GO:0031090	organelle membrane	TRUE	TRUE	FALSE		1	25519895																																																																										
Q03151	GO:0005739	mitochondrion	TRUE	FALSE	TRUE		1	12808030																																																																										
P32854	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	11071903																																																																										
P53897	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	24800822																																																																										
P32522	GO:0005739	mitochondrion	TRUE	FALSE	FALSE		1	9692914																																																																										
P01120	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	24244466																																																																										
P38909	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	8413243																																																																										
P38088	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	14734560																																																																										
P35844	GO:0005794	Golgi apparatus	TRUE	TRUE	FALSE		1	11916983																																																																										
P25359	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	9891085																																																																										
P53154	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	15813700																																																																										
P53331	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	10359084																																																																										
P33334	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	17934474																																																																										
Q05790	GO:0031160	spore wall	TRUE	FALSE	FALSE		1	15470107																																																																										
P34760	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	10681558																																																																										
P39685	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	25779917																																																																										
P41912	GO:0016020	membrane	TRUE	FALSE	FALSE		1	7532279																																																																										
P39987	GO:0042645	mitochondrial nucleoid	TRUE	TRUE	TRUE		1	12943685																																																																										
P22204	GO:0005816	spindle pole body	TRUE	TRUE	FALSE		1	12937277																																																																										
P13712	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	11238915																																																																										
P38769	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	24947508																																																																										
P38695	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	16928197																																																																										
P38793	GO:0005739	mitochondrion	TRUE	TRUE	TRUE		1	17652090																																																																										
Q02199	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	17448464																																																																										
P53166	GO:0005739	mitochondrion	TRUE	TRUE	TRUE		1	12702275																																																																										
P38242	GO:0005783	endoplasmic reticulum	TRUE	FALSE	FALSE		1	17686769																																																																										
P36027	GO:0016020	membrane	TRUE	FALSE	FALSE		1	20953064																																																																										
P25381	GO:0031160	spore wall	TRUE	FALSE	FALSE		1	19779569																																																																										
P27809	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	7490293																																																																										
P53178	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	16100110																																																																										
Q04364	GO:0005777	peroxisome	TRUE	FALSE	FALSE		1	27663510																																																																										
Q03769	GO:0005768	endosome	TRUE	TRUE	FALSE		1	25512335																																																																										
Q06834	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	20657719																																																																										
Q04121	GO:0016020	membrane	TRUE	FALSE	FALSE		1	20826459																																																																										
P39103	GO:0005739	mitochondrion	TRUE	FALSE	FALSE		1	22356826																																																																										
P35169	GO:0005794	Golgi apparatus	TRUE	TRUE	FALSE		1	10973982																																																																										
P38700	GO:0005794	Golgi apparatus	TRUE	FALSE	TRUE		1	26658609																																																																										
P53378	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	9529377																																																																										
P32375	GO:0005783	endoplasmic reticulum	TRUE	TRUE	FALSE		1	14976234																																																																										
P29469	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	9285827																																																																										
P32785	GO:0005739	mitochondrion	TRUE	TRUE	TRUE		1	17194786																																																																										
P40340	GO:0016020	membrane	TRUE	FALSE	FALSE		1	19416104																																																																										
P53867	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	16300744																																																																										
P32867	GO:0016020	membrane	TRUE	FALSE	FALSE		1	22144692																																																																										
P40072	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	24196836																																																																										
P53632	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	18313953																																																																										
Q00947	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	16735580																																																																										
P52919	GO:0005816	spindle pole body	TRUE	TRUE	FALSE		1	21785410																																																																										
Q04228	GO:0016020	membrane	TRUE	FALSE	FALSE		1	9043078																																																																										
P53860	GO:0005811	lipid particle	TRUE	TRUE	FALSE		1	12869188																																																																										
P47030	GO:0000407	pre-autophagosomal structure	TRUE	TRUE	FALSE		1	18298591																																																																										
Q08417	GO:0005783	endoplasmic reticulum	TRUE	TRUE	TRUE		1	16407254																																																																										
P53835	GO:0016020	membrane	TRUE	FALSE	FALSE		1	19933274																																																																										
P36022	GO:0005881	cytoplasmic microtubule	TRUE	TRUE	FALSE		1	12566428																																																																										
P40494	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	11500547																																																																										
P52488	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	7629121																																																																										
P32331	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	16140254																																																																										
Q04311	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	21070972																																																																										
P39953	GO:0005739	mitochondrion	TRUE	FALSE	FALSE		1	16291748																																																																										
P41832	GO:0005937	mating projection	TRUE	FALSE	FALSE		1	9082982																																																																										
P53895	GO:0005637	nuclear inner membrane	TRUE	TRUE	TRUE		1	17085444																																																																										
P32915	GO:0016020	membrane	TRUE	FALSE	FALSE		1	8744950																																																																										
P14066	GO:0005739	mitochondrion	TRUE	FALSE	TRUE		1	1745228																																																																										
P52919	GO:0005634	nucleus	TRUE	FALSE	TRUE		1	10767562																																																																										
P38165	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	10848632																																																																										
Q12692	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	19929865																																																																										
Q04272	GO:0016020	membrane	TRUE	FALSE	FALSE		1	11251082																																																																										
P36029	GO:0005794	Golgi apparatus	TRUE	TRUE	TRUE		1	15668236																																																																										
P36091	GO:0016020	membrane	TRUE	FALSE	FALSE		1	12421307																																																																										
P39010	GO:0016020	membrane	TRUE	TRUE	FALSE		1	15105419																																																																										
P07260	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	8764832																																																																										
P04821	GO:0005789	endoplasmic reticulum membrane	TRUE	TRUE	FALSE		1	22575457																																																																										
P40527	GO:0005802	trans-Golgi network	TRUE	TRUE	TRUE		1	28057802																																																																										
Q03557	GO:0005739	mitochondrion	TRUE	TRUE	TRUE		1	23850602																																																																										
Q06058	GO:0005783	endoplasmic reticulum	TRUE	TRUE	FALSE		1	18093937																																																																										
P32906	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	8864657																																																																										
P15436	GO:0005829	cytosol	TRUE	TRUE	TRUE		1	1664235																																																																										
P80967	GO:0019867	outer membrane	TRUE	FALSE	FALSE		1	12896971																																																																										
P20050	GO:0005694	chromosome	TRUE	FALSE	FALSE		1	15120066																																																																										
P34730	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	25409301																																																																										
P53043	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	12694636																																																																										
P53096	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	15851105																																																																										
P40499	GO:0005783	endoplasmic reticulum	TRUE	FALSE	FALSE		1	15911569																																																																										
P17536	GO:0005856	cytoskeleton	TRUE	FALSE	FALSE		1	10572259																																																																										
P53159	GO:0005816	spindle pole body	TRUE	TRUE	FALSE		1	10397772																																																																										
P14908	GO:0005739	mitochondrion	TRUE	FALSE	FALSE		1	9799362																																																																										
P38283	GO:0005819	spindle	TRUE	FALSE	FALSE		1	18794331																																																																										
Q12091	GO:0005768	endosome	TRUE	TRUE	FALSE		1	23496820																																																																										
P39108	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	19594707																																																																										
Q12154	GO:0005783	endoplasmic reticulum	TRUE	FALSE	FALSE		1	25368153																																																																										
P23641	GO:0031966	mitochondrial membrane	TRUE	TRUE	FALSE		1	10831594																																																																										
P32334	GO:0009986	cell surface	TRUE	TRUE	FALSE		1	15256499																																																																										
P38263	GO:0019898	extrinsic component of membrane	TRUE	TRUE	FALSE		1	9508768																																																																										
P50085	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	15525670																																																																										
P01123	GO:0000139	Golgi membrane	TRUE	TRUE	FALSE		1	10747087																																																																										
P32316	GO:0005829	cytosol	TRUE	TRUE	TRUE		1	25852051																																																																										
P32354	GO:0005657	replication fork	TRUE	TRUE	FALSE		1	15136575																																																																										
Q04437	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	9635192																																																																										
P47149	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	9247195																																																																										
P32917	GO:0043332	mating projection tip	TRUE	TRUE	TRUE		1	20547860																																																																										
Q12452	GO:0005811	lipid particle	TRUE	TRUE	FALSE		1	12842197																																																																										
Q12745	GO:0005635	nuclear envelope	TRUE	TRUE	FALSE		1	15942868																																																																										
Q12452	GO:0016020	membrane	TRUE	FALSE	FALSE		1	12119386																																																																										
P37020	GO:0005768	endosome	TRUE	TRUE	FALSE		1	15710404																																																																										
P13090	GO:0005773	vacuole	TRUE	TRUE	FALSE		1	19414602																																																																										
P40482	GO:0016020	membrane	TRUE	FALSE	FALSE		1	17255961																																																																										
P37020	GO:0016020	membrane	TRUE	FALSE	FALSE		1	26246599																																																																										
Q12291	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	24335083																																																																										
Q04373	GO:0005730	nucleolus	TRUE	TRUE	TRUE		1	27458021																																																																										
Q12057	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	24656818																																																																										
P35723	GO:0005783	endoplasmic reticulum	TRUE	TRUE	TRUE		1	20378542																																																																										
P17967	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	8953774																																																																										
P32873	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	17914457																																																																										
Q03327	GO:0019867	outer membrane	TRUE	FALSE	FALSE		1	12566426																																																																										
P53604	GO:0016020	membrane	TRUE	FALSE	FALSE		1	23197474																																																																										
P54857	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	19959834																																																																										
P25646	GO:0005758	mitochondrial intermembrane space	TRUE	TRUE	TRUE		1	17166847																																																																										
Q05670	GO:0043332	mating projection tip	TRUE	TRUE	FALSE		1	18474625																																																																										
P40031	GO:0005628	prospore membrane	TRUE	TRUE	FALSE		1	27303688																																																																										
P35844	GO:0031090	organelle membrane	TRUE	FALSE	FALSE		1	19403696																																																																										
P04387	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	10866670																																																																										
Q06147	GO:0016020	membrane	TRUE	TRUE	FALSE		1	9677363																																																																										
P53299	GO:0005758	mitochondrial intermembrane space	TRUE	TRUE	TRUE		1	14722057																																																																										
P53049	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	10082567																																																																										
P25385	GO:0016020	membrane	TRUE	FALSE	FALSE		1	10747087																																																																										
P06784	GO:0005937	mating projection	TRUE	FALSE	FALSE		1	11781566																																																																										
P04786	GO:0005730	nucleolus	TRUE	TRUE	TRUE		1	10512712																																																																										
Q02887	GO:0005768	endosome	TRUE	TRUE	FALSE		1	18769150																																																																										
P02994	GO:0005773	vacuole	TRUE	TRUE	FALSE		1	25561732																																																																										
P32802	GO:0005768	endosome	TRUE	TRUE	FALSE		1	9729438																																																																										
P38289	GO:0005739	mitochondrion	TRUE	TRUE	TRUE		1	20086101																																																																										
P07264	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	15166213																																																																										
P39986	GO:0005789	endoplasmic reticulum membrane	TRUE	TRUE	FALSE		1	22918956																																																																										
Q03322	GO:0005769	early endosome	TRUE	TRUE	FALSE		1	11879634																																																																										
Q04947	GO:0005794	Golgi apparatus	TRUE	TRUE	TRUE		1	16002643																																																																										
P07248	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	10608811																																																																										
P25359	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	9891085																																																																										
Q04121	GO:0005774	vacuolar membrane	TRUE	FALSE	FALSE		1	20709757																																																																										
P39007	GO:0005789	endoplasmic reticulum membrane	TRUE	FALSE	FALSE		1	10677492																																																																										
Q01560	GO:0005730	nucleolus	TRUE	TRUE	TRUE		1	7774613																																																																										
P21538	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	24191010																																																																										
P53318	GO:0005739	mitochondrion	TRUE	FALSE	FALSE		1	17391640																																																																										
Q02199	GO:0005635	nuclear envelope	TRUE	FALSE	FALSE		1	11266454																																																																										
P38778	GO:0005794	Golgi apparatus	TRUE	FALSE	FALSE		1	25713143																																																																										
P39013	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	11964174																																																																										
Q04338	GO:0005768	endosome	TRUE	FALSE	FALSE		1	14630930																																																																										
P54115	GO:0005739	mitochondrion	TRUE	TRUE	TRUE		1	10831839																																																																										
P33338	GO:0015629	actin cytoskeleton	TRUE	FALSE	FALSE		1	11302750																																																																										
P22202	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	17020589																																																																										
P80967	GO:0005741	mitochondrial outer membrane	TRUE	TRUE	FALSE		1	12896971																																																																										
P22137	GO:0030136	clathrin-coated vesicle	TRUE	FALSE	FALSE		1	15572353																																																																										
P23201	GO:0005937	mating projection	TRUE	FALSE	FALSE		1	2211820																																																																										
P38273	GO:0005773	vacuole	TRUE	FALSE	FALSE		1	14662743																																																																										
P53604	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	16087665																																																																										
P06786	GO:0000793	condensed chromosome	TRUE	FALSE	FALSE		1	19763946																																																																										
Q12099	GO:0005730	nucleolus	TRUE	TRUE	TRUE		1	9372960																																																																										
P53320	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	17522887																																																																										
P13186	GO:0005886	plasma membrane	TRUE	TRUE	FALSE		1	8020610																																																																										
Q10740	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	9490046																																																																										
P32364	GO:0005874	microtubule	TRUE	TRUE	TRUE		1	9472039																																																																										
Q07794	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	21463458																																																																										
Q12142	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	20855505																																																																										
Q01590	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	7929581																																																																										
P41338	GO:0005829	cytosol	TRUE	TRUE	FALSE		1	9348092																																																																										
P0CX38	GO:0005634	nucleus	TRUE	FALSE	TRUE		1	15979583																																																																										
Q08484	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	11359917																																																																										
P53299	GO:0031966	mitochondrial membrane	TRUE	FALSE	FALSE		1	14722057																																																																										
P04817	GO:0005773	vacuole	TRUE	TRUE	FALSE		1	26466678																																																																										
P15436	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	11487703																																																																										
P06784	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	11781566																																																																										
P08678	GO:0005739	mitochondrion	TRUE	TRUE	FALSE		1	22575457																																																																										
P06105	GO:0005635	nuclear envelope	TRUE	FALSE	FALSE		1	8533468																																																																										
Q12142	GO:0031410	cytoplasmic vesicle	TRUE	FALSE	FALSE		1	25737544																																																																										
P40897	GO:0005886	plasma membrane	TRUE	FALSE	FALSE		1	25130273																																																																										
Q03212	GO:0016020	membrane	TRUE	FALSE	FALSE		1	22994588																																																																										
P38636	GO:0005829	cytosol	TRUE	TRUE	TRUE		1	12529325																																																																										
P13045	GO:0005737	cytoplasm	TRUE	TRUE	FALSE		1	10866670																																																																										
Q12127	GO:0005937	mating projection	TRUE	FALSE	FALSE		1	21320323																																																																										
P39008	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	12167173																																																																										
Q12230	GO:0005737	cytoplasm	TRUE	FALSE	TRUE		1	25863055																																																																										
P20606	GO:0030133	transport vesicle	TRUE	FALSE	FALSE		1	9159953																																																																										
P06780	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	8195291																																																																										
P47068	GO:0030479	actin cortical patch	TRUE	TRUE	TRUE		1	11901111																																																																										
Q02555	GO:0005654	nucleoplasm	TRUE	TRUE	FALSE		1	15090619																																																																										
Q08601	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	16784720																																																																										
P38292	GO:0005777	peroxisome	TRUE	FALSE	FALSE		1	16551610																																																																										
Q06510	GO:0005741	mitochondrial outer membrane	TRUE	TRUE	FALSE		1	16880272																																																																										
P38166	GO:0000139	Golgi membrane	TRUE	TRUE	TRUE		1	10406798																																																																										
